feature_idx,feature_theme,layer,n_seq,n_tokens,subsample_seed,n_train_pos,n_test,n_test_pos,auc_roc,auc_pr,p_at_k,C,n_iter,converged,fit_seconds,degenerate
1031,harm,5,320,81600,10,559,20400,97,0.9778276634756634,0.4982540192152806,0.4948453608247423,0.001,26,1,6.068,0
9989,refusal,8,2,510,10,0,,,,,,0.001,,,0.0,1
817,deception,8,2,510,10,0,,,,,,0.001,,,0.0,1
12730,ethics,8,2,510,10,0,,,,,,0.001,,,0.0,1
892,sycophancy-adj,8,2,510,10,0,,,,,,0.001,,,0.0,1
1031,harm,8,2,510,10,1,20400,97,0.6285707104378968,0.0064771173991791334,0.010309278350515464,0.001,21,1,0.048,0
9989,refusal,8,2,510,11,1,20400,190,0.47181371910726844,0.00814500594203324,0.005263157894736842,0.001,21,1,0.053,0
817,deception,8,2,510,11,1,20400,267,0.5856624607409417,0.02495043458718995,0.06367041198501873,0.001,19,1,0.065,0
12730,ethics,8,2,510,11,0,,,,,,0.001,,,0.0,1
892,sycophancy-adj,8,2,510,11,6,20400,68,0.8554488143870572,0.05210646819485588,0.14705882352941177,0.001,21,1,0.049,0
1031,harm,8,2,510,11,0,,,,,,0.001,,,0.0,1
9989,refusal,8,2,510,12,0,,,,,,0.001,,,0.0,1
817,deception,8,2,510,12,23,20400,267,0.7184032364551016,0.07134811626215962,0.11235955056179775,0.001,18,1,0.043,0
12730,ethics,8,2,510,12,0,,,,,,0.001,,,0.0,1
892,sycophancy-adj,8,2,510,12,1,20400,68,0.6719655917649373,0.00876292909195319,0.029411764705882353,0.001,17,1,0.04,0
1031,harm,8,2,510,12,3,20400,97,0.8228046132027615,0.06984071640515155,0.12371134020618557,0.001,19,1,0.047,0
9989,refusal,8,2,510,13,0,,,,,,0.001,,,0.0,1
817,deception,8,2,510,13,0,,,,,,0.001,,,0.0,1
12730,ethics,8,2,510,13,0,,,,,,0.001,,,0.0,1
892,sycophancy-adj,8,2,510,13,0,,,,,,0.001,,,0.0,1
1031,harm,8,2,510,13,0,,,,,,0.001,,,0.0,1
9989,refusal,8,2,510,14,0,,,,,,0.001,,,0.0,1
817,deception,8,2,510,14,1,20400,267,0.49524668445474296,0.011993459940701431,0.003745318352059925,0.001,18,1,0.054,0
12730,ethics,8,2,510,14,0,,,,,,0.001,,,0.0,1
892,sycophancy-adj,8,2,510,14,0,,,,,,0.001,,,0.0,1
1031,harm,8,2,510,14,0,,,,,,0.001,,,0.0,1
9989,refusal,8,4,1020,10,8,20400,190,0.7742869605979323,0.05809301765346541,0.08421052631578947,0.001,21,1,0.102,0
817,deception,8,4,1020,10,7,20400,267,0.7926987778464224,0.05449204261153797,0.08239700374531835,0.001,19,1,0.083,0
12730,ethics,8,4,1020,10,1,20400,75,0.7183357113571136,0.00968018277007597,0.013333333333333334,0.001,20,1,0.103,0
892,sycophancy-adj,8,4,1020,10,0,,,,,,0.001,,,0.0,1
1031,harm,8,4,1020,10,4,20400,97,0.8550587465871429,0.0551359506881917,0.1134020618556701,0.001,21,1,0.089,0
9989,refusal,8,4,1020,11,1,20400,190,0.49213443058412976,0.008511041628439703,0.005263157894736842,0.001,21,1,0.1,0
817,deception,8,4,1020,11,1,20400,267,0.6124628895745912,0.025834316610064082,0.06367041198501873,0.001,19,1,0.082,0
12730,ethics,8,4,1020,11,0,,,,,,0.001,,,0.0,1
892,sycophancy-adj,8,4,1020,11,8,20400,68,0.9293456562243233,0.05814349606490593,0.04411764705882353,0.001,19,1,0.08,0
1031,harm,8,4,1020,11,2,20400,97,0.7896121186701879,0.022078235455332093,0.041237113402061855,0.001,18,1,0.075,0
9989,refusal,8,4,1020,12,0,,,,,,0.001,,,0.0,1
817,deception,8,4,1020,12,5,20400,267,0.6935405768865509,0.040572261823827185,0.06741573033707865,0.001,21,1,0.094,0
12730,ethics,8,4,1020,12,8,20400,75,0.6919261992619926,0.008400532938881815,0.02666666666666667,0.001,19,1,0.083,0
892,sycophancy-adj,8,4,1020,12,13,20400,68,0.9619941326914397,0.18856526721260344,0.27941176470588236,0.001,19,1,0.084,0
1031,harm,8,4,1020,12,2,20400,97,0.788589467505437,0.019082756234271032,0.030927835051546393,0.001,19,1,0.082,0
9989,refusal,8,4,1020,13,0,,,,,,0.001,,,0.0,1
817,deception,8,4,1020,13,3,20400,267,0.6200752821452695,0.017278211922247443,0.0,0.001,22,1,0.119,0
12730,ethics,8,4,1020,13,0,,,,,,0.001,,,0.0,1
892,sycophancy-adj,8,4,1020,13,0,,,,,,0.001,,,0.0,1
1031,harm,8,4,1020,13,0,,,,,,0.001,,,0.0,1
9989,refusal,8,4,1020,14,23,20400,190,0.7447424412094065,0.0338458255719685,0.05789473684210526,0.001,19,1,0.078,0
817,deception,8,4,1020,14,5,20400,267,0.6755049892000965,0.02641139894059186,0.03745318352059925,0.001,21,1,0.097,0
12730,ethics,8,4,1020,14,2,20400,75,0.5951075030750308,0.009351383618045652,0.013333333333333334,0.001,23,1,0.089,0
892,sycophancy-adj,8,4,1020,14,0,,,,,,0.001,,,0.0,1
1031,harm,8,4,1020,14,0,,,,,,0.001,,,0.0,1
9989,refusal,8,8,2040,10,4,20400,190,0.6305951977916092,0.014563482355045142,0.0,0.001,21,1,0.158,0
817,deception,8,8,2040,10,3,20400,267,0.693752742762502,0.03028751830339252,0.04119850187265917,0.001,19,1,0.13,0
12730,ethics,8,8,2040,10,0,,,,,,0.001,,,0.0,1
892,sycophancy-adj,8,8,2040,10,2,20400,68,0.8505890453761675,0.0322833952640502,0.07352941176470588,0.001,20,1,0.151,0
1031,harm,8,8,2040,10,4,20400,97,0.8892170219118499,0.04743486794549223,0.09278350515463918,0.001,20,1,0.144,0
9989,refusal,8,8,2040,11,6,20400,190,0.5929891403421964,0.01468609808918266,0.0,0.001,20,1,0.152,0
817,deception,8,8,2040,11,17,20400,267,0.6838134086229196,0.032291073540128536,0.06741573033707865,0.001,20,1,0.179,0
12730,ethics,8,8,2040,11,8,20400,75,0.758410496104961,0.06609043485782967,0.10666666666666667,0.001,21,1,0.204,0
892,sycophancy-adj,8,8,2040,11,24,20400,68,0.9495868581546331,0.11400540879708003,0.14705882352941177,0.001,18,1,0.134,0
1031,harm,8,8,2040,11,9,20400,97,0.935190624919074,0.1850209830708203,0.28865979381443296,0.001,20,1,0.144,0
9989,refusal,8,8,2040,12,32,20400,190,0.7906096512930024,0.0762647579614879,0.15789473684210525,0.001,18,1,0.13,0
817,deception,8,8,2040,12,7,20400,267,0.7113071668907383,0.029696483391647963,0.0449438202247191,0.001,22,1,0.16,0
12730,ethics,8,8,2040,12,5,20400,75,0.7829720377203773,0.03175169844863424,0.06666666666666667,0.001,20,1,0.131,0
892,sycophancy-adj,8,8,2040,12,9,20400,68,0.9514919975466086,0.1652620323652304,0.20588235294117646,0.001,19,1,0.124,0
1031,harm,8,8,2040,12,29,20400,97,0.8897963888328929,0.12809543269377896,0.20618556701030927,0.001,20,1,0.126,0
9989,refusal,8,8,2040,13,1,20400,190,0.7056037917654105,0.022218834429064367,0.042105263157894736,0.001,21,1,0.162,0
817,deception,8,8,2040,13,1,20400,267,0.5896396640244993,0.0171917466453441,0.02247191011235955,0.001,20,1,0.148,0
12730,ethics,8,8,2040,13,0,,,,,,0.001,,,0.0,1
892,sycophancy-adj,8,8,2040,13,11,20400,68,0.8826690178333777,0.052228922486089735,0.07352941176470588,0.001,21,1,0.136,0
1031,harm,8,8,2040,13,2,20400,97,0.8266641819730058,0.038045885802945406,0.05154639175257732,0.001,19,1,0.129,0
9989,refusal,8,8,2040,14,25,20400,190,0.7904610797156176,0.04339882449463868,0.06315789473684211,0.001,23,1,0.156,0
817,deception,8,8,2040,14,16,20400,267,0.717956674258503,0.049170372915710824,0.0898876404494382,0.001,21,1,0.15,0
12730,ethics,8,8,2040,14,4,20400,75,0.6956195161951619,0.007001096754822071,0.0,0.001,18,1,0.127,0
892,sycophancy-adj,8,8,2040,14,2,20400,68,0.8901253891286989,0.05215709239152826,0.04411764705882353,0.001,17,1,0.113,0
1031,harm,8,8,2040,14,6,20400,97,0.8728804996062234,0.05216247689937571,0.08247422680412371,0.001,22,1,0.139,0
9989,refusal,8,16,4080,10,34,20400,190,0.845727492903461,0.06583722461069039,0.08421052631578947,0.001,20,1,0.24,0
817,deception,8,16,4080,10,31,20400,267,0.88226254210995,0.11444318544088614,0.19850187265917604,0.001,23,1,0.288,0
12730,ethics,8,16,4080,10,5,20400,75,0.7585912259122591,0.020889411592319263,0.05333333333333334,0.001,24,1,0.285,0
892,sycophancy-adj,8,16,4080,10,11,20400,68,0.9489149240258763,0.10449304631939853,0.19117647058823528,0.001,22,1,0.278,0
1031,harm,8,16,4080,10,7,20400,97,0.895455498679541,0.06795996804636405,0.12371134020618557,0.001,21,1,0.245,0
9989,refusal,8,16,4080,11,49,20400,190,0.846429724732415,0.1205071467795107,0.1368421052631579,0.001,21,1,0.314,0
817,deception,8,16,4080,11,80,20400,267,0.8115185700485033,0.06464581908639219,0.10486891385767791,0.001,23,1,0.328,0
12730,ethics,8,16,4080,11,17,20400,75,0.7045362853628536,0.015285282495618367,0.05333333333333334,0.001,20,1,0.261,0
892,sycophancy-adj,8,16,4080,11,55,20400,68,0.9303806807003738,0.17558401017087416,0.25,0.001,23,1,0.259,0
1031,harm,8,16,4080,11,59,20400,97,0.9549347996411073,0.41291557980735183,0.4536082474226804,0.001,18,1,0.233,0
9989,refusal,8,16,4080,12,55,20400,190,0.8283043829266388,0.09617413727506974,0.15263157894736842,0.001,23,1,0.273,0
817,deception,8,16,4080,12,74,20400,267,0.7910721417926592,0.08385440528236196,0.1348314606741573,0.001,20,1,0.228,0
12730,ethics,8,16,4080,12,38,20400,75,0.8458371463714636,0.07537051551842622,0.09333333333333334,0.001,24,1,0.307,0
892,sycophancy-adj,8,16,4080,12,22,20400,68,0.9517654002383955,0.24591051338386016,0.3235294117647059,0.001,20,1,0.248,0
1031,harm,8,16,4080,12,82,20400,97,0.9563433569057643,0.3836188895730945,0.422680412371134,0.001,20,1,0.266,0
9989,refusal,8,16,4080,13,33,20400,190,0.8275461600562514,0.04666190372920545,0.06842105263157895,0.001,21,1,0.273,0
817,deception,8,16,4080,13,30,20400,267,0.8665341769368531,0.11017802546923439,0.19850187265917604,0.001,22,1,0.258,0
12730,ethics,8,16,4080,13,18,20400,75,0.7716578925789257,0.02161164639524036,0.06666666666666667,0.001,22,1,0.267,0
892,sycophancy-adj,8,16,4080,13,32,20400,68,0.9398644269826758,0.1858366676930142,0.29411764705882354,0.001,18,1,0.248,0
1031,harm,8,16,4080,13,16,20400,97,0.9317591072570149,0.24722560464108753,0.31958762886597936,0.001,21,1,0.255,0
9989,refusal,8,16,4080,14,48,20400,190,0.8532315945727753,0.09063309696992154,0.1368421052631579,0.001,23,1,0.267,0
817,deception,8,16,4080,14,49,20400,267,0.8275843915118023,0.11921600326013981,0.21722846441947566,0.001,22,1,0.302,0
12730,ethics,8,16,4080,14,13,20400,75,0.7690076260762608,0.046639977783332995,0.05333333333333334,0.001,22,1,0.338,0
892,sycophancy-adj,8,16,4080,14,19,20400,68,0.9637394255361008,0.32720905658754035,0.3088235294117647,0.001,22,1,0.272,0
1031,harm,8,16,4080,14,25,20400,97,0.9387607641143887,0.1607679264062085,0.2268041237113402,0.001,23,1,0.291,0
9989,refusal,8,32,8160,10,106,20400,190,0.857604625120446,0.1206606549718611,0.21052631578947367,0.001,22,1,0.516,0
817,deception,8,32,8160,10,43,20400,267,0.8399831197443368,0.09775980310947843,0.12359550561797752,0.001,23,1,0.54,0
12730,ethics,8,32,8160,10,27,20400,75,0.826829356293563,0.06177711246947902,0.09333333333333334,0.001,22,1,0.518,0
892,sycophancy-adj,8,32,8160,10,34,20400,68,0.9584898045387741,0.17312203059752282,0.23529411764705882,0.001,21,1,0.514,0
1031,harm,8,32,8160,10,58,20400,97,0.961930871015456,0.358226121463188,0.36082474226804123,0.001,21,1,0.544,0
9989,refusal,8,32,8160,11,78,20400,190,0.7904528763769889,0.040498571394290285,0.05789473684210526,0.001,25,1,0.548,0
817,deception,8,32,8160,11,31,20400,267,0.7678538840307461,0.06269971745118766,0.11610486891385768,0.001,22,1,0.58,0
12730,ethics,8,32,8160,11,20,20400,75,0.7479045510455105,0.04868921763505489,0.05333333333333334,0.001,25,1,0.631,0
892,sycophancy-adj,8,32,8160,11,28,20400,68,0.95234836999919,0.21993452941547612,0.3088235294117647,0.001,22,1,0.513,0
1031,harm,8,32,8160,11,33,20400,97,0.952313684788851,0.3269588718852965,0.38144329896907214,0.001,21,1,0.495,0
9989,refusal,8,32,8160,12,66,20400,190,0.8490346102763093,0.07138819422725141,0.09473684210526316,0.001,26,1,0.565,0
817,deception,8,32,8160,12,65,20400,267,0.8804831763901143,0.14842157301150985,0.2209737827715356,0.001,23,1,0.508,0
12730,ethics,8,32,8160,12,24,20400,75,0.8168127921279213,0.08608967104637512,0.10666666666666667,0.001,26,1,0.604,0
892,sycophancy-adj,8,32,8160,12,29,20400,68,0.965912181319508,0.22874296307303416,0.3382352941176471,0.001,21,1,0.505,0
1031,harm,8,32,8160,12,66,20400,97,0.9595011858996003,0.29259612563836995,0.31958762886597936,0.001,21,1,0.472,0
9989,refusal,8,32,8160,13,60,20400,190,0.8411609677335347,0.08855677623316961,0.12631578947368421,0.001,23,1,0.557,0
817,deception,8,32,8160,13,42,20400,267,0.8611559905653621,0.10107217217866522,0.14232209737827714,0.001,22,1,0.51,0
12730,ethics,8,32,8160,13,89,20400,75,0.867689380893809,0.05343557911302217,0.08,0.001,21,1,0.47,0
892,sycophancy-adj,8,32,8160,13,43,20400,68,0.9574656293758896,0.23588405950231767,0.29411764705882354,0.001,20,1,0.496,0
1031,harm,8,32,8160,13,37,20400,97,0.9202281314375865,0.33169430548812395,0.3402061855670103,0.001,19,1,0.46,0
9989,refusal,8,32,8160,14,43,20400,190,0.8646287663741243,0.10994319525031658,0.14210526315789473,0.001,28,1,0.651,0
817,deception,8,32,8160,14,42,20400,267,0.8345410324711457,0.07511680883211572,0.10861423220973783,0.001,24,1,0.622,0
12730,ethics,8,32,8160,14,27,20400,75,0.8573408774087741,0.04692748361831837,0.06666666666666667,0.001,22,1,0.488,0
892,sycophancy-adj,8,32,8160,14,24,20400,68,0.9305513765608545,0.14086920944501274,0.20588235294117646,0.001,23,1,0.615,0
1031,harm,8,32,8160,14,23,20400,97,0.9355079819091282,0.1931387699232661,0.24742268041237114,0.001,20,1,0.564,0
9989,refusal,8,64,16320,10,132,20400,190,0.8468467928852312,0.08346464424167276,0.14210526315789473,0.001,28,1,1.204,0
817,deception,8,64,16320,10,90,20400,267,0.8500220723201943,0.13982814333884214,0.20224719101123595,0.001,22,1,0.984,0
12730,ethics,8,64,16320,10,56,20400,75,0.8676218122181222,0.05582907752675919,0.12,0.001,24,1,1.023,0
892,sycophancy-adj,8,64,16320,10,59,20400,68,0.9712008598442328,0.2776918373896836,0.3088235294117647,0.001,22,1,1.082,0
1031,harm,8,64,16320,10,61,20400,97,0.9367662389032955,0.2172066768156067,0.28865979381443296,0.001,24,1,1.048,0
9989,refusal,8,64,16320,11,154,20400,190,0.8665282950076826,0.10659412354842247,0.17894736842105263,0.001,25,1,1.128,0
817,deception,8,64,16320,11,144,20400,267,0.8186817960190204,0.11742815481398441,0.18726591760299627,0.001,22,1,1.011,0
12730,ethics,8,64,16320,11,114,20400,75,0.9002030340303403,0.08990185527965344,0.13333333333333333,0.001,25,1,1.056,0
892,sycophancy-adj,8,64,16320,11,56,20400,68,0.9682071726979203,0.23092874729766727,0.3235294117647059,0.001,24,1,1.162,0
1031,harm,8,64,16320,11,113,20400,97,0.9487719807798451,0.3763762722491148,0.4020618556701031,0.001,22,1,0.97,0
9989,refusal,8,64,16320,12,131,20400,190,0.8835935831662283,0.10278295665575832,0.18947368421052632,0.001,24,1,1.1,0
817,deception,8,64,16320,12,90,20400,267,0.8552632484614021,0.10950854647925508,0.19101123595505617,0.001,23,1,1.058,0
12730,ethics,8,64,16320,12,104,20400,75,0.9109018450184502,0.16957074102507289,0.28,0.001,23,1,1.148,0
892,sycophancy-adj,8,64,16320,12,43,20400,68,0.9635173762599668,0.30717152846146517,0.35294117647058826,0.001,20,1,0.961,0
1031,harm,8,64,16320,12,111,20400,97,0.9649262132303845,0.3546785147490348,0.36082474226804123,0.001,20,1,1.072,0
9989,refusal,8,64,16320,13,185,20400,190,0.8602481835464465,0.08746903259460025,0.15263157894736842,0.001,26,1,1.087,0
817,deception,8,64,16320,13,152,20400,267,0.876959790427366,0.16326333886043842,0.2397003745318352,0.001,25,1,1.171,0
12730,ethics,8,64,16320,13,146,20400,75,0.8943035670356704,0.09515319765064126,0.13333333333333333,0.001,25,1,1.34,0
892,sycophancy-adj,8,64,16320,13,95,20400,68,0.9792438173380705,0.3425975791655068,0.39705882352941174,0.001,21,1,1.043,0
1031,harm,8,64,16320,13,119,20400,97,0.9553709750882379,0.3299561920322788,0.35051546391752575,0.001,25,1,1.118,0
9989,refusal,8,64,16320,14,101,20400,190,0.8723857392119586,0.12396350861965787,0.1631578947368421,0.001,23,1,1.08,0
817,deception,8,64,16320,14,131,20400,267,0.8576728798434231,0.12557054300275128,0.1797752808988764,0.001,21,1,1.156,0
12730,ethics,8,64,16320,14,114,20400,75,0.9126743747437475,0.0938503943666517,0.18666666666666668,0.001,23,1,0.999,0
892,sycophancy-adj,8,64,16320,14,84,20400,68,0.9754407714295632,0.3820563635731912,0.39705882352941174,0.001,20,1,0.865,0
1031,harm,8,64,16320,14,115,20400,97,0.9587771041910926,0.3856963518039657,0.4020618556701031,0.001,19,1,0.866,0
9989,refusal,8,128,32640,10,307,20400,190,0.8928050209640878,0.19182214615218374,0.26842105263157895,0.001,27,1,2.539,0
817,deception,8,128,32640,10,238,20400,267,0.8933656725844297,0.19653481715947474,0.2546816479400749,0.001,28,1,2.538,0
12730,ethics,8,128,32640,10,208,20400,75,0.9166937269372694,0.0785117977290927,0.16,0.001,25,1,2.215,0
892,sycophancy-adj,8,128,32640,10,123,20400,68,0.9777133408940992,0.3336063052903111,0.39705882352941174,0.001,24,1,2.034,0
1031,harm,8,128,32640,10,203,20400,97,0.9674427272187188,0.4554356966560405,0.44329896907216493,0.001,22,1,1.931,0
9989,refusal,8,128,32640,11,370,20400,190,0.8875926456418137,0.1352664579545219,0.21578947368421053,0.001,27,1,2.388,0
817,deception,8,128,32640,11,298,20400,267,0.9117440183826244,0.2811578317570767,0.31086142322097376,0.001,28,1,2.401,0
12730,ethics,8,128,32640,11,293,20400,75,0.9176278802788028,0.15076770285943644,0.22666666666666666,0.001,25,1,2.125,0
892,sycophancy-adj,8,128,32640,11,185,20400,68,0.9753120262466585,0.4031356221113116,0.4264705882352941,0.001,24,1,2.135,0
1031,harm,8,128,32640,11,273,20400,97,0.9749359065822887,0.4693821155471905,0.4536082474226804,0.001,22,1,1.956,0
9989,refusal,8,128,32640,12,227,20400,190,0.9088697622333914,0.16788660592125712,0.22105263157894736,0.001,28,1,2.509,0
817,deception,8,128,32640,12,222,20400,267,0.9095937111839228,0.22115306047825797,0.2846441947565543,0.001,25,1,2.336,0
12730,ethics,8,128,32640,12,182,20400,75,0.9227125871258712,0.11509699969563708,0.13333333333333333,0.001,23,1,1.983,0
892,sycophancy-adj,8,128,32640,12,148,20400,68,0.9766906123063036,0.37752240263342374,0.4117647058823529,0.001,28,1,2.42,0
1031,harm,8,128,32640,12,192,20400,97,0.9708640894570961,0.44472244165311453,0.422680412371134,0.001,21,1,1.913,0
9989,refusal,8,128,32640,13,278,20400,190,0.9009841402119848,0.15809787464689995,0.25263157894736843,0.001,27,1,2.55,0
817,deception,8,128,32640,13,293,20400,267,0.8957569801270986,0.2568125646142149,0.3295880149812734,0.001,26,1,2.231,0
12730,ethics,8,128,32640,13,193,20400,75,0.9135849118491185,0.11567482416535639,0.14666666666666667,0.001,24,1,2.141,0
892,sycophancy-adj,8,128,32640,13,153,20400,68,0.9742610894446309,0.3263490067316159,0.39705882352941174,0.001,25,1,2.192,0
1031,harm,8,128,32640,13,214,20400,97,0.9626859267661932,0.3716624290917884,0.3917525773195876,0.001,21,1,1.846,0
9989,refusal,8,128,32640,14,307,20400,190,0.8846821531810724,0.1172395181491502,0.22105263157894736,0.001,35,1,3.192,0
817,deception,8,128,32640,14,337,20400,267,0.9095851538579309,0.2504995772503217,0.31086142322097376,0.001,27,1,2.371,0
12730,ethics,8,128,32640,14,245,20400,75,0.9031491594915948,0.08311604558775948,0.14666666666666667,0.001,28,1,2.376,0
892,sycophancy-adj,8,128,32640,14,167,20400,68,0.9780511161773384,0.3601742913417005,0.36764705882352944,0.001,24,1,2.166,0
1031,harm,8,128,32640,14,195,20400,97,0.9690198645164927,0.4151338757198076,0.38144329896907214,0.001,24,1,2.154,0
9989,refusal,8,256,65280,10,663,20400,190,0.9013316753040443,0.18316510205916803,0.28421052631578947,0.001,42,1,8.725,0
817,deception,8,256,65280,10,605,20400,267,0.9206362892755685,0.28020150568024815,0.3258426966292135,0.001,35,1,6.159,0
12730,ethics,8,256,65280,10,332,20400,75,0.920560229602296,0.14016020634928658,0.17333333333333334,0.001,28,1,4.966,0
892,sycophancy-adj,8,256,65280,10,236,20400,68,0.9760107220145584,0.4267888626564737,0.4264705882352941,0.001,25,1,4.752,0
1031,harm,8,256,65280,10,439,20400,97,0.9754528176476891,0.43960256503523265,0.422680412371134,0.001,25,1,4.477,0
9989,refusal,8,256,65280,11,667,20400,190,0.9028292403448005,0.16342978683635762,0.2578947368421053,0.001,35,1,6.373,0
817,deception,8,256,65280,11,611,20400,267,0.9149550619466689,0.2846122449099589,0.29213483146067415,0.001,33,1,5.673,0
12730,ethics,8,256,65280,11,422,20400,75,0.9178915949159492,0.17114567247791526,0.25333333333333335,0.001,31,1,5.701,0
892,sycophancy-adj,8,256,65280,11,300,20400,68,0.9670245975628103,0.41740169115962145,0.4411764705882353,0.001,26,1,5.558,0
1031,harm,8,256,65280,11,492,20400,97,0.9765704220238643,0.46733115633265465,0.4536082474226804,0.001,26,1,4.839,0
9989,refusal,8,256,65280,12,668,20400,190,0.9069085132425323,0.17674228267315387,0.2894736842105263,0.001,40,1,7.791,0
817,deception,8,256,65280,12,581,20400,267,0.9111262166517751,0.24127966314892413,0.2958801498127341,0.001,35,1,6.288,0
12730,ethics,8,256,65280,12,403,20400,75,0.9113689216892168,0.13716829231474856,0.22666666666666666,0.001,28,1,5.025,0
892,sycophancy-adj,8,256,65280,12,286,20400,68,0.9705072270891437,0.40804337954862063,0.39705882352941174,0.001,23,1,4.488,0
1031,harm,8,256,65280,12,439,20400,97,0.9751227663780326,0.44630383499671816,0.4329896907216495,0.001,27,1,4.778,0
9989,refusal,8,256,65280,13,653,20400,190,0.9064085002213598,0.1941704326382155,0.2736842105263158,0.001,36,1,6.351,0
817,deception,8,256,65280,13,629,20400,267,0.9271827366737785,0.28484483647859654,0.31086142322097376,0.001,38,1,6.858,0
12730,ethics,8,256,65280,13,442,20400,75,0.927940303403034,0.13904114039819496,0.17333333333333334,0.001,35,1,5.757,0
892,sycophancy-adj,8,256,65280,13,300,20400,68,0.9658065813380241,0.40900493849369407,0.4411764705882353,0.001,24,1,4.717,0
1031,harm,8,256,65280,13,475,20400,97,0.9758925474931083,0.4671450310627956,0.4536082474226804,0.001,23,1,4.333,0
9989,refusal,8,256,65280,14,643,20400,190,0.8991158623922497,0.16672233594290245,0.2789473684210526,0.001,34,1,6.278,0
817,deception,8,256,65280,14,575,20400,267,0.9267706828243865,0.29407277053838515,0.352059925093633,0.001,44,1,7.892,0
12730,ethics,8,256,65280,14,397,20400,75,0.9057640016400164,0.15346154618736937,0.24,0.001,36,1,6.037,0
892,sycophancy-adj,8,256,65280,14,267,20400,68,0.9655787457615351,0.3973008589653327,0.38235294117647056,0.001,25,1,4.643,0
1031,harm,8,256,65280,14,436,20400,97,0.9752161962759046,0.44138103536062434,0.422680412371134,0.001,24,1,4.205,0
9989,refusal,8,320,81600,10,845,20400,190,0.9060301049506498,0.17479910482458597,0.28421052631578947,0.001,39,1,9.844,0
817,deception,8,320,81600,10,755,20400,267,0.9244466247022841,0.2782424506580058,0.3295880149812734,0.001,37,1,7.82,0
12730,ethics,8,320,81600,10,506,20400,75,0.9245559655596556,0.18194986931868828,0.24,0.001,34,1,7.03,0
892,sycophancy-adj,8,320,81600,10,358,20400,68,0.9723067664996355,0.42083992061009046,0.4411764705882353,0.001,26,1,5.885,0
